time,queue
2355.47,552
2356.67,0
2359.09,444
2360.05,0
2360.58,362
2361.66,0
2362.94,77
2364.03,0
2365.57,200
2366.46,0
2369.13,249
2369.96,154
2370.18,373
2370.99,0
2371.64,189
2372.7,0
2375.1,103
2376.14,158
2377.01,383
2378.07,190
2380.61,303
2381.66,133
2383.19,526
2384.03,221
2385.1,365
2385.96,7
2386.87,391
2387.8,0
2388.95,138
2389.77,0
2390.98,147
2391.89,0
2393.38,166
2394.57,0
2396.64,238
2397.78,80
2400.23,295
2401.3,210
2403.54,425
2404.62,520
2404.62,539
2405.56,384
2408,520
2409.04,544
2410.15,743
2410.99,380
2412,716
2413.13,163
2417.39,536
2418.25,238
2419.54,793
2420.43,161
2422.89,450
2423.74,161
2428.92,526
2429.98,3
2430.5,937
2431.56,155
2432.55,102
2433.61,0
2434.75,305
2435.82,0
2435.97,156
2436.8,0
2438.37,30
2439.33,0
2440.82,241
2441.99,116
2444.11,225
2444.94,329
2451.68,441
2452.53,620
2454.52,1287
2455.5,857
2456.23,914
2457.14,579
2461.46,958
2462.62,641
2468.08,1252
2469.25,454
2470.26,1415
2471.32,131
2472.62,592
2473.47,27
2478.79,332
2479.87,109
2481.63,807
2482.67,243
2484.46,357
2485.6,296
2485.76,504
2486.84,188
2487.81,323
2488.96,0
2491.95,363
2492.8,472
2495.87,417
2496.74,449
2498.91,915
2499.9,712
2501.41,757
2502.5,639
2503.69,962
2504.69,530
2506.09,820
2507.27,527
2507.34,721
2508.36,110
2509.89,541
2511.03,0
2511.84,335
2513.02,0
2515.55,117
2516.51,0
2519.61,395
2520.74,236
2522.79,474
2523.85,312
2524.12,527
2524.95,109
2526.53,359
2527.64,0
2529.49,337
2530.31,12
2531.6,269
2532.56,53
2533.28,210
2534.33,0
2537.11,168
2538.07,294
2539.26,435
2540.32,168
2544.13,467
2545.3,0
2547.4,735
2548.34,0
2550.33,299
2551.19,0
2552.71,265
2553.67,0
2554.65,214
2555.57,0
2557.22,162
2558.02,0
2560.31,256
2561.27,149
2561.75,341
2562.79,0
2564.29,223
2565.39,0
2566.13,237
2567.11,38
2568.83,98
2569.84,116
2572.8,287
2573.72,193
2574.84,548
2575.93,0
2577.1,357
2578.17,0
2578.17,177
2579.06,0
2580.42,0
2581.45,0
2584.83,180
2585.85,0
2587.79,516
2588.89,0
2592.9,292
2593.74,12
2597.18,611
2598.12,344
2602.1,549
2603.02,687
2604.05,936
2605.25,295
2608.8,826
2609.85,407
2615.68,808
2616.58,373
2618.21,1263
2619.3,403
2621.44,623
2622.5,254
2623.61,721
2624.58,95
2626.53,403
2627.35,0
2627.35,390
2628.29,0
2630.58,0
2631.75,335
2631.75,336
2632.58,0
2635.84,335
2636.96,0
2638.91,511
2639.95,0
2641.15,304
2642.03,0
2643.47,182
2644.44,0
2648.51,195
2649.55,0
2651.18,608
2652.27,7
2652.27,260
2653.38,0
2654.62,7
2655.57,0
2657.57,202
2658.63,0
2663.08,307
2664.05,154
2666.54,717
2667.45,261
2667.74,492
2668.59,0
2672.65,306
2673.73,0
2673.73,570
2674.8,0
2675.11,0
2676.17,0
2677.48,42
2678.59,38
2679.41,187
2680.38,0
2684.18,143
2685.15,0
2689.75,583
2690.91,51
2693.61,665
2694.52,0
2699.24,453
2700.17,480
2701.51,735
2702.68,650
2705.57,688
2706.69,561
2708.45,1084
2709.39,509
2711.7,815
2712.7,391
2712.84,842
2713.83,140
2714.75,417
2715.6,0
2720.48,270
2721.47,143
2722.22,765
2723.06,0
2724.6,245
2725.43,70
2726.96,222
2728.07,53
2729.67,299
2730.62,0
2732.57,272
2733.42,0
2735.14,275
2736.21,0
2740,269
2740.96,0
2743.35,569
2744.2,203
2746.42,377
2747.5,94
2748.37,508
2749.38,0
2752.23,214
2753.43,0
2754.85,436
2755.7,92
2758.58,188
2759.49,233
2760.07,537
2760.89,0
2762.99,324
2763.92,347
2767.39,297
2768.37,300
2769.87,863
2770.86,489
2774.5,546
2775.62,722
2776.84,1036
2778.04,472
2780.78,899
2781.72,408
2784.2,893
2785.19,579
2787.66,773
2788.53,693
2791.44,967
2792.31,629
2794.07,1124
2795.18,401
2795.82,887
2796.75,275
2798.77,499
2799.66,212
2803.58,595
2804.52,174
2807.39,802
2808.48,47
2810.95,589
2812.03,134
2814.45,418
2815.38,58
2815.7,509
2816.82,45
2818.79,102
2819.91,42
2824.94,322
2825.83,16
2825.86,772
2826.84,0
2830.13,22
2831.2,295
2832.99,527
2833.98,156
2835.77,558
2836.67,197
2836.93,425
2837.98,0
2840.14,233
2841.03,204
2843.39,313
2844.57,663
2847.62,531
2848.5,625
2850.11,1149
2851.26,618
2852.67,890
2853.73,616
2856.05,823
2857.11,879
2858.96,999
2860.13,953
2861.99,1195
2863.07,1183
